country,company,wiki_url,official_sites,possible_official_sites,status_note,company_summary,founded_year,headquarters,products,employees,revenue
Italy,Loacker,https://en.wikipedia.org/wiki/Loacker,http://loackerusa.com/,,Confirmed,"Loacker (Austrian German: , Italian: ) is an Italian confectionery company based in South Tyrol, specialized in the production of wafers, chocolate and derivative products.",1925.0,"Auna di Sotto/Unterinn, South Tyrol, Italy","Wafers, Chocolates","1,153 (January 2024)",€435.45 million (2023)
Italy,Marzadro Distillery,https://en.wikipedia.org/wiki/Marzadro_Distillery,,http://www.marzadro.it,Potential,"The Marzadro Distillery is an Italian family run company created at the end of World War II. Its birth and evolution follows closely the economic transformation of Italy and the modernization of its means of production, in particular in the Northern part of the country. The company is located in the...",1949.0,"Nogaredo, Trentino, Italy",Grappa,,
Italy,Massimo Zanetti Beverage Group,https://en.wikipedia.org/wiki/Massimo_Zanetti_Beverage_Group,,http://www.mzb-group.com/en,Potential,"Massimo Zanetti Beverage Group is an Italian coffee company that owns multiple brands. Massimo Zanetti developed the firm starting in the 1970s after he moved to Bologna and acquired a local company called Segafredo, a historic coffee producer with a fairly well known brand. With turnover of around ...",1973.0,"Bologna, Italy",Coffee,,
Italy,Nardini,https://en.wikipedia.org/wiki/Nardini_(grappa),,http://www.nardini.it,Potential,"Nardini is an Italian grappa. It has been produced and bottled in Bassano del Grappa, in the northeastern part of Italy, since 1779. Nardini has two distilleries and a bottling facility. It has 25% of the total market share and an annual production of 4 million bottles which are exported to markets ...",,,,,
Italy,Nonino Grappa,https://en.wikipedia.org/wiki/Nonino_Grappa,https://www.grappanonino.it/en,,Confirmed,"Nonino is a small Italian company that is a producer of grappa and amaro. Nonino is also the name of the family that owns and runs the brand Nonino Grappa and Amaro Nonino. The first Nonino distillery was built by Orazio Nonino in Ronchi di Percoto, Pavia di Udine, in the Friuli region in northeaste...",,,,,
Italy,Parmalat,https://en.wikipedia.org/wiki/Parmalat,https://www.parmalat.com,,Confirmed,"Parmalat S.p.A. is an Italian dairy and food corporation which is a subsidiary of French multinational company Lactalis. It was founded by Calisto Tanzi in 1961. Having become the leading global company in the production of long-life milk using ultra-high-temperature processing, the company collapse...",1961.0,"Collecchio, Italy","Milk, and, dairy products, ,, fruit juice, ,, tea","27,596 (end 2015)",€6.416 billion (2015)
Italy,Pernigotti,https://en.wikipedia.org/wiki/Pernigotti,,http://www.pernigotti.it/,Potential,"Pernigotti is an Italian manufacturer of chocolate (its speciality is the production of high quality Gianduiotto, a chocolate-hazelnut based confectionery), nougats, Easter eggs and ice creams. It is one of the oldest and most traditional manufacturers of chocolate and nougat candy in Italy. Origina...",1868.0,"Novi Ligure, Piedmont, Italy","Chocolates, gianduiotto, nougats, easter eggs, ice creams",,
Italy,Polli,https://en.wikipedia.org/wiki/Polli_(company),,,Manual Check Required,"F.lli Polli SpA is an Italian food company that produces preserved vegetables, both pickled and in oil, in glass containers. On December 13, 2024, Platinum Equity announced that it has completed the purchase of the firm.",1872.0,"Monsummano Terme, Italia",Preserved vegetables,,
Italy,Saclà Italia,https://en.wikipedia.org/wiki/Sacl%C3%A0_Italia,,,Manual Check Required,"Fratelli Saclà S.p.A. is a multinational Italian food company founded by Secondo Ercole and his wife Piera Campanella in Asti, Piedmont, in north-west Italy in 1923. Saclà focuses its international product range primarily on pasta sauces, notably pesto, alongside a smaller selection of canned vegeta...",1923.0,"Asti, Italy",Ready-made pasta sauces and canned vegetables,200 (2017),€ 147 million (2017)
Italy,San Carlo,https://en.wikipedia.org/wiki/San_Carlo_(company),http://www.sancarlo.it/en,,Confirmed,"San Carlo Gruppo Alimentare S.p.A. (Italian for 'Saint Charles Food Group S.A.') is an Italian manufacturer of snack foods, including crisps and crackers. International brands include the Spanish brand Crecs, French brands Flodor and Gardeil, and Highlander crisps in the United Kingdom.",1936.0,"Milan, Italy",snack foods,3300,
Italy,Sterilgarda,https://en.wikipedia.org/wiki/Sterilgarda,http://www.sterilgarda.it,,Confirmed,"Sterilgarda Alimenti S.p.A. is an Italian dairy produce company, based in Castiglione delle Stiviere in the Province of Mantua.",1969.0,"Castiglione delle Stiviere, Province of Mantua, Italy","milk, ,, cheese, , milk-based, desserts, ,, tomato paste, ,, beverages",263,€240 million
Italy,Venchi,https://en.wikipedia.org/wiki/Venchi,https://eu.venchi.com/,,Confirmed,"Venchi is an Italian food company, founded in 1878 by Silviano Venchi, based in Castelletto Stura (Cuneo). It specialises in the production and sale of chocolate and gelato.",1878.0,"Castelletto Stura, Cuneo, Piedmont, Italy","Chocolate, &, Gelato",1500+ (2024),€ 250 Mln (2025)
Italy,Vicenzi,https://en.wikipedia.org/wiki/Vicenzi,,http://www.vicenzi.it,Potential,"Vicenzi S.p.A., also known as Vicenzi Group, is an Italian food company based in San Giovanni Lupatoto. It was founded in 1905 by Matilde Vicenzi. Vicenzi produces a range of biscuits and cakes under its brands Matilde Vicenzi, Grisbì, and Mr. Day. With four production facilities in Europe, the comp...",1905.0,,,354,
Italy,Voiello,https://en.wikipedia.org/wiki/Voiello,http://www.voiello.it,,Confirmed,"Voiello is an Italian food company based in Torre Annunziata, specialized in pasta manufacturing. It operates under Barilla Group as a premium brand.",1879.0,"Marcianise, Italy",Pasta,,
Japan,Ajinomoto,https://en.wikipedia.org/wiki/Ajinomoto,http://www.ajinomoto.com,,Confirmed,"Ajinomoto Co., Inc. (味の素株式会社, Ajinomoto kabushiki gaisha; Japanese pronunciation: ) is a Japanese multinational food and biotechnology corporation which produces seasonings, cooking oils, frozen foods, beverages, sweeteners, amino acids, insulating films, and pharmaceuticals. Aji-No-Moto (味の素, ""esse...",1917.0,"Chūō, Tokyo, Japan","Seasonings, ,, cooking oils, ,, frozen foods, , sweeteners,, amino acids, and, pharmaceuticals","34,862 (FY 2024)","¥ 1,530 billion (FY 2024)"
Japan,Asahi Breweries,https://en.wikipedia.org/wiki/Asahi_Breweries,http://www.asahibeer.co.jp/english,,Confirmed,"The Asahi Group Holdings, Ltd. (アサヒグループホールディングス株式会社, Asahi Gurūpu Hōrudingusu kabushiki gaisha) is a Japanese beverage holding company headquartered in Sumida, Tokyo. In 2024, the group had revenue of JPY 2.9 trillion. Asahi's business portfolio can be segmented as follows: alcoholic beverage busine...",1949.0,"Azumabashi, Sumida, Tokyo, Japan","Beer, Beverages",,¥ 2.939 trillion (2024)  ¥ 2.769 trillion (2023)
Japan,Calbee,https://en.wikipedia.org/wiki/Calbee,https://www.calbee.co.jp,,Confirmed,"Calbee, Inc. (カルビー株式会社, Karubī Kabushiki-gaisha) is a Japanese snack food maker and one of the largest snack food companies in Japan. It was founded on 30 April 1949 in Hiroshima and its headquarters are located in the Marunouchi Trust Tower Main in Marunouchi, Chiyoda, Tokyo. The company holds appr...",1949.0,"Marunouchi, Chiyoda, Tokyo, Japan",Snacks and other foods,"3,860","¥248,665 million (March 2019)"
Japan,Ezaki Glico,https://en.wikipedia.org/wiki/Ezaki_Glico,https://www.glico.com/global/about/overview/,,Confirmed,"Ezaki Glico Co., Ltd. (江崎グリコ株式会社, Ezaki Guriko Kabushiki-gaisha), commonly known as Glico, is a Japanese multinational food processing company headquartered in Nishiyodogawa-ku, Osaka. It does business across 30 countries, in North America, the Asia-Pacific region, and Europe.",1922.0,"Nishiyodogawa-ku, Osaka, Japan","Confectioneries, ice cream products, processed food","4,961 (consolidated, March 2016)","¥338,437 million US$3,003,531 thousand (112.68 yen/US dollar, March 2016)"
Japan,Fujimitsu Corporation,https://en.wikipedia.org/wiki/Fujimitsu_Corporation,,https://archive.today/20130218185816/http://www.fujimitsu.jp/contents12/,Potential,"Content in this edit is translated from the existing Japanese Wikipedia article at フジミツ; see its history for attribution Fujimitsu Corporation (フジミツ株式会社, Fujimitsu Kabushiki-gaisha) is a manufacturer of fish surimi products based in the city of Nagato, Yamaguchi Prefecture, Japan. In 2008, it was Ja...",1887.0,"Nagato, Yamaguchi, 759-4101, Japan","Kamaboko, Chikuwa, Oden",,"JPY 9.7 billion ( FY 2014)
                      ( US$ 79.5 million) (FY 2017)"
Japan,Fujiya,https://en.wikipedia.org/wiki/Fujiya,http://www.fujiya-peko.co.jp/index.html,,Confirmed,"Fujiya Co. Ltd. (株式会社不二家, Kabushiki Gaisha Fujiya) (TYO: 2211) is a nationwide chain of confectionery stores and restaurants in Japan. Its first shop was founded in 1910 in Yokohama. Fujiya is credited with introducing the Christmas cake to Japan.",1938.0,"Tokyo, Japan",,,
Japan,House Foods,https://en.wikipedia.org/wiki/House_Foods,http://www.house-foods.com/,,Confirmed,"House Foods Corporation (ハウス食品株式会社, Hausu Shokuhin Kabushiki-gaisha) is one of Japan's largest food manufacturers and brands. It began in 1913 in Osaka as Urakami Shoten and began selling curry in 1926. House Foods is the world's largest manufacturer of Japanese curry, and is well known for its Japa...",1913.0,"Higashiōsaka, Osaka, 577-8520, Japan","Spices, Seasonings, Retort pouched food, Health food","6,122 (consolidated, March 31, 2020)","JPY 293.7 billion ( FY 2020)
                      ( US$ 2.8 billion) (FY 2020)"
Japan,Kabaya,https://en.wikipedia.org/wiki/Kabaya,,http://www.kabaya.co.jp/,Potential,"Kabaya Foods Corporation (カバヤ食品, Kabaya Shokuhin Kabushiki-gaisha) is a Japanese confectionery company founded in 1946.",1946.0,"Okayama, Okayama Prefecture, 107-8401, Japan","Chocolates, Candies, Biscuits, Candy with toys, Gummies, Soda candies",856 (as of December 2016),
Japan,Kagome,https://en.wikipedia.org/wiki/Kagome_(company),http://www.kagome.co.jp/,,Confirmed,"Kagome Co., Ltd. (カゴメ株式会社, Kagome Kabushiki-gaisha) is a Japanese manufacturer and distributor of tomato-based foods, and fruit and vegetable juices. Its core product is the Yasai Seikatsu 100 brand of vegetable juice, introduced in 1995. It also claims to be Japan's largest supplier of tomato ketch...",1899.0,"Nagoya, Aichi, Japan","Tomato, products, Drinks","2,209 (2013)",
Japan,Kikkoman,https://en.wikipedia.org/wiki/Kikkoman,,http://www.kikkoman.com/,Potential,"Kikkoman Corporation (キッコーマン株式会社, Kikkōman Kabushiki-gaisha) is a Japanese food manufacturer. Its main products and services include soy sauce, food seasoning and flavoring, mirin, shōchū, and sake, juice and other beverages, pharmaceuticals, and restaurant management services. As of 2002, the compa...",1603.0,"Noda, Japan","Food products, beverages, biochemical products, management services","5,622",US$ 3.369 billion (2014)
Japan,Kirin Company,https://en.wikipedia.org/wiki/Kirin_Company,https://www.kirinholdings.com/en/,,Confirmed,"Kirin Holdings Company, Limited. (キリンホールディングス株式会社) is a Japanese beer and beverage holding company. It is known for brands such as Kirin Beer, Kirin Lemon, Mets, and Gogo no Kōcha. The predecessor of the company, the Japan Brewery Company, was founded in Yokohama in 1885 by William Henry Talbot and ...",1885.0,"Nakano-ku, Tokyo, Japan",,"30,464 (consolidated)",
Japan,LEOC Japan,https://en.wikipedia.org/wiki/LEOC_Japan,http://www.leoc-j.com/,,Confirmed,"LEOC JAPAN Co., Ltd. (株式会社レオックジャパン, Kabushiki-gaisha Reokku Japan) (JASDAQ: 2366) is a Japanese catering service company. It serves meals throughout Japan. In J. League, LEOC has been the main sponsor of pro soccer team Tokyo Verdy 1969. In August 2003 LEOC was established as a holding company of So...",,,,,
Japan,Maruchan,https://en.wikipedia.org/wiki/Maruchan,https://www.maruchan.co.jp/,,Confirmed,"Maruchan (マルちゃん, Maru-chan) is a brand of instant ramen noodles, instant cup noodles, and Yakisoba produced by Toyo Suisan of Tokyo, Japan. The Maruchan brand is used for noodle products in Japan and as the operating name for Toyo Suisan's division in the United States, Maruchan Inc. In 1972, Toyo S...",1953.0,"Tokyo, United States, Irvine, California","Maruchan Ramen, Instant Lunch, Yakisoba",,
Japan,Maruha Nichiro,https://en.wikipedia.org/wiki/Maruha_Nichiro,https://www.umios.com/en/,,Confirmed,"Umios Corporation (ウミオス株式会社, Umios Kabushiki-gaisha) is a Japanese seafood company, beginning its operation in 1880, when its founder, Ikujiro Nakabe, began a fish sale business in Osaka. The company is the largest of its kind in Japan, with Nippon Suisan Kaisha and Kyokuyo Co., Ltd. as its main com...",1943.0,"Takanawa, Minato, Tokyo, Japan","Seafood, Frozen food, Fine chemicals, Canned food, Meat products","12,335 (consolidated) (as of December 2013)","$ 8.614 billion ( FY 2012)
                   ( ¥ 809.789 billion) (FY 2012)"
Japan,Marukome,https://en.wikipedia.org/wiki/Marukome,,http://www.marukome.co.jp/,Potential,"Marukome Co., Ltd. (マルコメ株式会社, Marukome Kabushiki-gaisha) is the name of a Japanese miso soup paste producer. Its headquarters are located in the city of Nagano. Marukome accounts for about 13% of the amount of miso produced in Japan each year which makes them one of the top in production volume amon...",1854.0,"Nagano, Japan","Miso paste, Instant miso soup, Seasonings","436 (as of March 31, 2017)","JPY 43.9 billion ( FY 2016)
                      ( US$ 390 million) (FY 2016)"
Japan,Meiji Dairies,https://en.wikipedia.org/wiki/Meiji_Dairies,http://www.meiji.co.jp/english/,,Confirmed,"Meiji Co., Ltd. (株式会社明治, Kabushiki-gaisha Meiji), formerly Meiji Dairies Corporation (明治乳業株式会社, Meiji Nyūgyō Kabushiki-gaisha), is a Japanese food company. It was established in 1917 as a dairy company. Apart from dairy products like milk, ice cream, and cheese, its lineup includes sports drinks, pi...",1917.0,"Kyōbashi, Chūō, Tokyo, Japan",,,"727,838,000,000 yen (2020)"
